YEAR,STATE,TopicDesc,MeasureDesc,Smoke_Rate,Data_Value_Std_Err,Sample_Size,Gender,Education,lat,lng,HEART_DISEASE_RATE,HEART_DISEASE_DEATHS,OVERDOSE_RATE,OVERDOSE_DEATHS,SREOKE_RATE,STROKE_DEATHS,CANCER_RATE,CANCER_DEATHS
2015,HI,Cigarette Use (Youth),Smoking Status,26.5,1.6,899.0,Female,High School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Cigarette Use (Youth),Smoking Status,0.4,0.2,1099.0,Male,Middle School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Cigarette Use (Youth),Smoking Status,29.8,2.3,851.0,Male,High School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Smokeless Tobacco Use (Youth),User Status,2.0,0.3,2205.0,Overall,Middle School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Smokeless Tobacco Use (Youth),User Status,7.8,1.1,886.0,Male,High School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Smokeless Tobacco Use (Youth),User Status,3.1,0.6,1864.0,Overall,High School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Smokeless Tobacco Use (Youth),User Status,0.6,0.3,944.0,Female,High School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Smokeless Tobacco Use (Youth),User Status,0.4,0.2,1111.0,Male,Middle School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Smokeless Tobacco Use (Youth),User Status,2.3,0.8,944.0,Female,High School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Smokeless Tobacco Use (Youth),User Status,0.5,0.3,1078.0,Female,Middle School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Smokeless Tobacco Use (Youth),User Status,0.8,0.3,904.0,Male,High School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Smokeless Tobacco Use (Youth),User Status,1.7,0.3,1078.0,Female,Middle School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Smokeless Tobacco Use (Youth),User Status,3.6,0.6,1066.0,Female,Middle School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Smokeless Tobacco Use (Youth),User Status,6.0,0.7,1844.0,Overall,High School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Smokeless Tobacco Use (Youth),User Status,0.4,0.1,2205.0,Overall,Middle School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Smokeless Tobacco Use (Youth),User Status,4.1,0.7,943.0,Female,High School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Smokeless Tobacco Use (Youth),User Status,3.8,0.4,2185.0,Overall,Middle School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Smokeless Tobacco Use (Youth),User Status,2.3,0.5,1111.0,Male,Middle School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Smokeless Tobacco Use (Youth),User Status,4.0,0.6,1104.0,Male,Middle School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Smokeless Tobacco Use (Youth),User Status,0.7,0.2,1864.0,Overall,High School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,HI,Smokeless Tobacco Use (Youth),User Status,3.8,0.8,904.0,Male,High School,21.304850435, -157.857749403,135.6,"2,605",11.3,169.0,38.2,735,135.3,"2,462"
2015,IL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,44.2,6.6,73.0,Male,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,48.1,4.5,60.0,Female,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,45.7,3.6,135.0,Overall,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,50.2,7.0,83.0,Male,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,53.9,5.2,148.0,Overall,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,56.9,8.6,64.0,Female,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cigarette Use (Youth),Smoking Status,11.8,1.7,1110.0,Female,Middle School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cigarette Use (Youth),Smoking Status,9.4,1.2,1190.0,Male,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cigarette Use (Youth),Smoking Status,10.0,1.5,1016.0,Female,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cigarette Use (Youth),Smoking Status,0.2,0.1,1143.0,Female,Middle School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cigarette Use (Youth),Smoking Status,10.7,1.3,2217.0,Overall,Middle School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cigarette Use (Youth),Smoking Status,2.0,0.3,2307.0,Overall,Middle School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cigarette Use (Youth),Smoking Status,9.9,1.1,2211.0,Overall,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cigarette Use (Youth),Smoking Status,1.6,0.5,1157.0,Male,Middle School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cigarette Use (Youth),Smoking Status,34.5,3.2,976.0,Female,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cigarette Use (Youth),Smoking Status,2.7,0.6,2211.0,Overall,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cigarette Use (Youth),Smoking Status,32.7,2.1,1124.0,Male,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cigarette Use (Youth),Smoking Status,9.6,1.3,1100.0,Male,Middle School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cigarette Use (Youth),Smoking Status,2.7,1.0,1016.0,Female,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cigarette Use (Youth),Smoking Status,2.5,0.5,1143.0,Female,Middle School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cigarette Use (Youth),Smoking Status,0.2,0.1,2307.0,Overall,Middle School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cigarette Use (Youth),Smoking Status,0.2,0.1,1157.0,Male,Middle School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cigarette Use (Youth),Smoking Status,33.6,2.2,2105.0,Overall,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Cigarette Use (Youth),Smoking Status,2.7,0.7,1190.0,Male,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Smokeless Tobacco Use (Youth),User Status,1.4,0.6,1152.0,Male,Middle School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Smokeless Tobacco Use (Youth),User Status,3.9,0.7,1148.0,Female,Middle School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Smokeless Tobacco Use (Youth),User Status,0.9,0.4,2304.0,Overall,Middle School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Smokeless Tobacco Use (Youth),User Status,5.3,1.1,1150.0,Male,Middle School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Smokeless Tobacco Use (Youth),User Status,0.0,0.0,1144.0,Female,Middle School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Smokeless Tobacco Use (Youth),User Status,0.1,0.1,2304.0,Overall,Middle School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Smokeless Tobacco Use (Youth),User Status,0.3,0.3,1144.0,Female,Middle School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Smokeless Tobacco Use (Youth),User Status,3.0,0.8,1021.0,Female,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Smokeless Tobacco Use (Youth),User Status,15.7,1.5,2208.0,Overall,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Smokeless Tobacco Use (Youth),User Status,19.9,1.9,1185.0,Male,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Smokeless Tobacco Use (Youth),User Status,2.2,0.5,2217.0,Overall,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Smokeless Tobacco Use (Youth),User Status,0.1,0.1,1152.0,Male,Middle School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Smokeless Tobacco Use (Youth),User Status,3.4,0.8,1192.0,Male,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Smokeless Tobacco Use (Youth),User Status,11.1,1.5,1018.0,Female,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Smokeless Tobacco Use (Youth),User Status,1.0,0.5,1021.0,Female,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Smokeless Tobacco Use (Youth),User Status,6.0,0.8,2217.0,Overall,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Smokeless Tobacco Use (Youth),User Status,8.5,0.8,1192.0,Male,High School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,IL,Smokeless Tobacco Use (Youth),User Status,4.6,0.8,2306.0,Overall,Middle School,40.485010283, -88.997710178,171.5,"25,652",14.1,1835.0,38.4,"5,709",167.6,"24,713"
2015,LA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,38.3,6.5,51.0,Overall,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,75.3,9.8,55.0,Overall,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Cigarette Use (Youth),Smoking Status,6.0,1.3,659.0,Female,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Cigarette Use (Youth),Smoking Status,4.4,1.0,544.0,Male,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Cigarette Use (Youth),Smoking Status,1.1,0.4,544.0,Male,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Cigarette Use (Youth),Smoking Status,0.6,0.2,1208.0,Overall,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Cigarette Use (Youth),Smoking Status,21.9,2.6,618.0,Female,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Cigarette Use (Youth),Smoking Status,23.9,3.0,487.0,Male,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Cigarette Use (Youth),Smoking Status,5.2,0.9,1208.0,Overall,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Cigarette Use (Youth),Smoking Status,0.2,0.0,659.0,Female,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Cigarette Use (Youth),Smoking Status,23.0,2.5,1109.0,Overall,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Smokeless Tobacco Use (Youth),User Status,5.0,1.3,1180.0,Overall,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Smokeless Tobacco Use (Youth),User Status,2.0,0.9,524.0,Male,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Smokeless Tobacco Use (Youth),User Status,1.3,0.5,1180.0,Overall,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Smokeless Tobacco Use (Youth),User Status,8.1,1.9,661.0,Female,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Smokeless Tobacco Use (Youth),User Status,7.6,1.8,524.0,Male,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Smokeless Tobacco Use (Youth),User Status,0.6,0.4,650.0,Female,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Smokeless Tobacco Use (Youth),User Status,14.8,2.3,540.0,Male,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Smokeless Tobacco Use (Youth),User Status,2.3,1.0,650.0,Female,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,LA,Smokeless Tobacco Use (Youth),User Status,11.5,1.8,1207.0,Overall,Middle School,31.312660644, -92.445680071,212.1,"10,665",19.0,861.0,46.0,"2,280",180.2,"9,397"
2015,MO,Cigarette Use (Youth),Smoking Status,12.0,1.9,822.0,Male,Middle School,38.635790776, -92.566300053,197.9,"14,808",17.9,1066.0,40.8,"3,037",173.4,"12,965"
2015,MO,Cigarette Use (Youth),Smoking Status,0.1,0.1,846.0,Female,Middle School,38.635790776, -92.566300053,197.9,"14,808",17.9,1066.0,40.8,"3,037",173.4,"12,965"
2015,MO,Cigarette Use (Youth),Smoking Status,2.7,0.8,842.0,Male,Middle School,38.635790776, -92.566300053,197.9,"14,808",17.9,1066.0,40.8,"3,037",173.4,"12,965"
2015,MO,Cigarette Use (Youth),Smoking Status,2.1,0.6,846.0,Female,Middle School,38.635790776, -92.566300053,197.9,"14,808",17.9,1066.0,40.8,"3,037",173.4,"12,965"
2015,MO,Cigarette Use (Youth),Smoking Status,0.2,0.1,1698.0,Overall,Middle School,38.635790776, -92.566300053,197.9,"14,808",17.9,1066.0,40.8,"3,037",173.4,"12,965"
2015,MO,Cigarette Use (Youth),Smoking Status,0.3,0.2,842.0,Male,Middle School,38.635790776, -92.566300053,197.9,"14,808",17.9,1066.0,40.8,"3,037",173.4,"12,965"
2015,MO,Cigarette Use (Youth),Smoking Status,11.0,1.5,837.0,Female,Middle School,38.635790776, -92.566300053,197.9,"14,808",17.9,1066.0,40.8,"3,037",173.4,"12,965"
2015,MO,Cigarette Use (Youth),Smoking Status,11.5,1.3,1664.0,Overall,Middle School,38.635790776, -92.566300053,197.9,"14,808",17.9,1066.0,40.8,"3,037",173.4,"12,965"
2015,MO,Cigarette Use (Youth),Smoking Status,2.4,0.5,1698.0,Overall,Middle School,38.635790776, -92.566300053,197.9,"14,808",17.9,1066.0,40.8,"3,037",173.4,"12,965"
2015,MO,Smokeless Tobacco Use (Youth),User Status,3.8,1.0,837.0,Male,Middle School,38.635790776, -92.566300053,197.9,"14,808",17.9,1066.0,40.8,"3,037",173.4,"12,965"
2015,MO,Smokeless Tobacco Use (Youth),User Status,0.5,0.2,1691.0,Overall,Middle School,38.635790776, -92.566300053,197.9,"14,808",17.9,1066.0,40.8,"3,037",173.4,"12,965"
2015,MO,Smokeless Tobacco Use (Youth),User Status,2.6,0.8,844.0,Female,Middle School,38.635790776, -92.566300053,197.9,"14,808",17.9,1066.0,40.8,"3,037",173.4,"12,965"
2015,MO,Smokeless Tobacco Use (Youth),User Status,8.2,1.6,834.0,Male,Middle School,38.635790776, -92.566300053,197.9,"14,808",17.9,1066.0,40.8,"3,037",173.4,"12,965"
2015,MO,Smokeless Tobacco Use (Youth),User Status,5.5,1.1,1688.0,Overall,Middle School,38.635790776, -92.566300053,197.9,"14,808",17.9,1066.0,40.8,"3,037",173.4,"12,965"
2015,MO,Smokeless Tobacco Use (Youth),User Status,1.1,0.5,837.0,Male,Middle School,38.635790776, -92.566300053,197.9,"14,808",17.9,1066.0,40.8,"3,037",173.4,"12,965"
2015,MO,Smokeless Tobacco Use (Youth),User Status,2.1,0.5,1691.0,Overall,Middle School,38.635790776, -92.566300053,197.9,"14,808",17.9,1066.0,40.8,"3,037",173.4,"12,965"
2015,MO,Smokeless Tobacco Use (Youth),User Status,0.0,0.0,844.0,Female,Middle School,38.635790776, -92.566300053,197.9,"14,808",17.9,1066.0,40.8,"3,037",173.4,"12,965"
2015,MO,Smokeless Tobacco Use (Youth),User Status,0.3,0.1,844.0,Female,Middle School,38.635790776, -92.566300053,197.9,"14,808",17.9,1066.0,40.8,"3,037",173.4,"12,965"
2015,MS,Cessation (Youth),Percent of Current Smokers Who Want to Quit,41.0,6.0,62.0,Female,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cessation (Youth),Percent of Current Smokers Who Want to Quit,54.9,5.8,80.0,Male,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cessation (Youth),Percent of Current Smokers Who Want to Quit,48.7,4.4,145.0,Overall,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,78.2,7.6,56.0,Overall,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,63.0,5.3,66.0,Female,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,72.0,5.1,92.0,Male,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,68.5,3.4,161.0,Overall,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cigarette Use (Youth),Smoking Status,14.9,1.7,769.0,Male,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cigarette Use (Youth),Smoking Status,0.6,0.3,1395.0,Overall,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cigarette Use (Youth),Smoking Status,3.2,0.7,719.0,Female,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cigarette Use (Youth),Smoking Status,3.8,1.1,820.0,Female,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cigarette Use (Youth),Smoking Status,37.4,1.9,1580.0,Overall,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cigarette Use (Youth),Smoking Status,4.7,0.8,1395.0,Overall,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cigarette Use (Youth),Smoking Status,4.5,1.0,769.0,Male,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cigarette Use (Youth),Smoking Status,33.4,1.9,806.0,Female,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cigarette Use (Youth),Smoking Status,15.0,2.1,675.0,Female,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cigarette Use (Youth),Smoking Status,23.7,3.5,615.0,Male,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cigarette Use (Youth),Smoking Status,9.6,1.2,820.0,Female,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cigarette Use (Youth),Smoking Status,19.3,2.4,1293.0,Overall,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cigarette Use (Youth),Smoking Status,4.2,0.9,1613.0,Overall,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cigarette Use (Youth),Smoking Status,0.8,0.4,673.0,Male,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cigarette Use (Youth),Smoking Status,41.0,2.5,758.0,Male,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cigarette Use (Youth),Smoking Status,6.2,1.2,673.0,Male,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cigarette Use (Youth),Smoking Status,0.4,0.3,719.0,Female,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Cigarette Use (Youth),Smoking Status,12.2,1.3,1613.0,Overall,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Smokeless Tobacco Use (Youth),User Status,25.5,2.6,776.0,Male,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Smokeless Tobacco Use (Youth),User Status,3.7,0.8,1623.0,Overall,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Smokeless Tobacco Use (Youth),User Status,13.9,1.7,783.0,Male,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Smokeless Tobacco Use (Youth),User Status,0.0,0.0,712.0,Female,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Smokeless Tobacco Use (Youth),User Status,13.5,2.2,680.0,Male,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Smokeless Tobacco Use (Youth),User Status,6.7,1.0,816.0,Female,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Smokeless Tobacco Use (Youth),User Status,0.2,0.1,821.0,Female,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Smokeless Tobacco Use (Youth),User Status,7.2,1.5,783.0,Male,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Smokeless Tobacco Use (Youth),User Status,4.5,0.9,1410.0,Overall,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Smokeless Tobacco Use (Youth),User Status,16.0,1.5,1607.0,Overall,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Smokeless Tobacco Use (Youth),User Status,1.0,0.5,1410.0,Overall,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Smokeless Tobacco Use (Youth),User Status,4.1,0.9,709.0,Female,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Smokeless Tobacco Use (Youth),User Status,8.8,1.2,1393.0,Overall,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Smokeless Tobacco Use (Youth),User Status,2.0,0.9,694.0,Male,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Smokeless Tobacco Use (Youth),User Status,8.0,0.9,1623.0,Overall,High School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Smokeless Tobacco Use (Youth),User Status,7.7,1.7,694.0,Male,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
2015,MS,Smokeless Tobacco Use (Youth),User Status,1.3,0.5,712.0,Female,Middle School,32.745510099, -89.538030825,240.5,"7,969",12.3,351.0,52.6,"1,734",188.4,"6,485"
